Day,Period,Class,Subject,Absent_Faculty,Substitute_Faculty,Was_Free_That_Period,Substitution_Success
Monday,1,CSE-C,DBMS Lab,Dr. Rajat Batra,None,0,0
Monday,7,CSE-CS,Python Programming,Dr. Rohit Batra,Dr. Garima Rao,1,1
Wednesday,1,CSE-A,Compiler Design,Dr. Sanjay Kapoor,Dr. Harsh Joshi,1,1
Tuesday,1,CSE-IOT,Ethics in AI,Dr. Ayesha Tiwari,Dr. Preeti Batra,1,1
Friday,7,CSE-B,Cybersecurity,Dr. Pooja Mehta,None,0,0
Tuesday,5,CSE-DS,Web Development,Dr. Isha Verma,None,0,0
Monday,4,CSE-D,CN Lab,Dr. Mehul Tiwari,None,0,0
Thursday,3,CSE-F,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Tuesday,7,CSE-A,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Friday,1,CSE-DS,Software Engineering,Dr. Abhay Kapoor,None,0,0
Monday,1,CSE-DS,Web Development,Dr. Isha Verma,Dr. Rohit Mehta,1,1
Monday,7,CSE-C,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Wednesday,6,CSE-C,DBMS,Dr. Uday Iyer,Dr. Deepak Kapoor,1,1
Friday,5,CSE-E,AI,Dr. Ayesha Sinha,None,0,0
Monday,4,CSE-B,Java Programming,Dr. Sameer Sinha,Dr. Rajat Verma,1,1
Wednesday,6,CSE-F,NLP,Dr. Tanya Iyer,None,0,0
Thursday,8,CSE-CS,Python Programming,Dr. Garima Rao,None,0,0
Thursday,4,CSE-F,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Tuesday,3,CSE-AIML,AR/VR,Dr. Mehul Joshi,Dr. Garima Sharma,1,1
Wednesday,5,CSE-AIML,Cybersecurity,Dr. Priya Iyer,None,0,0
Monday,1,CSE-F,AR/VR,Dr. Garima Verma,Dr. Garima Sharma,1,1
Friday,5,CSE-CS,Machine Learning,Dr. Komal Batra,None,0,0
Tuesday,7,CSE-IOT,OOPs,Dr. Alok Iyer,Dr. Pallavi Sharma,1,1
Tuesday,4,CSE-D,Python Programming,Dr. Yash Batra,None,0,0
Tuesday,1,CSE-CS,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Friday,2,CSE-DS,Operating Systems,Dr. Sameer Kapoor,Dr. Sneha Sharma,1,1
Thursday,8,CSE-DS,DBMS,Dr. Deepak Kapoor,None,0,0
Wednesday,1,CSE-A,AR/VR,Dr. Garima Verma,None,0,0
Wednesday,3,CSE-AIML,Software Engineering,Dr. Abhay Iyer,Dr. Abhay Kapoor,1,1
Wednesday,7,CSE-E,Data Structures,Dr. Jyoti Mehta,None,0,0
Friday,5,CSE-D,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Tuesday,4,CSE-B,Web Development,Dr. Isha Verma,Dr. Rohit Mehta,1,1
Wednesday,1,CSE-CS,DBMS,Dr. Uday Iyer,None,0,0
Friday,5,CSE-F,Ethics in AI,Dr. Preeti Batra,Dr. Vikas Verma,1,1
Tuesday,4,CSE-A,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Friday,2,CSE-F,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Thursday,6,CSE-CS,Compiler Design,Dr. Harsh Joshi,None,0,0
Monday,5,CSE-C,DBMS,Dr. Deepak Kapoor,None,0,0
Thursday,8,CSE-E,Digital Logic,Dr. Ruchi Mehta,None,0,0
Friday,7,CSE-F,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Thursday,7,CSE-DS,Software Engineering,Dr. Abhay Iyer,None,0,0
Tuesday,3,CSE-E,DBMS,Dr. Deepak Kapoor,Dr. Uday Iyer,1,1
Thursday,4,CSE-A,DBMS Lab,Dr. Rajat Batra,None,0,0
Friday,4,CSE-A,Python Programming,Dr. Rohit Batra,None,0,0
Tuesday,5,CSE-A,OS Lab,Dr. Tina Mehta,None,0,0
Monday,6,CSE-IOT,Java Programming,Dr. Rajat Verma,None,0,0
Friday,1,CSE-A,OS Lab,Dr. Tina Mehta,None,0,0
Thursday,7,CSE-D,AR/VR,Dr. Garima Verma,Dr. Garima Sharma,1,1
Wednesday,4,CSE-B,Java Programming,Dr. Rajat Verma,None,0,0
Monday,1,CSE-CS,Software Engineering,Dr. Abhay Iyer,Dr. Abhay Kapoor,1,1
Friday,6,CSE-E,Cybersecurity,Dr. Priya Iyer,None,0,0
Monday,1,CSE-DS,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Monday,6,CSE-CS,Compiler Design,Dr. Yash Iyer,None,0,0
Monday,3,CSE-D,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Tuesday,7,CSE-C,Python Programming,Dr. Rohit Batra,None,0,0
Thursday,7,CSE-AIML,Software Engineering,Dr. Abhay Iyer,Dr. Abhay Kapoor,1,1
Monday,2,CSE-CS,Operating Systems,Dr. Varun Kapoor,None,0,0
Monday,2,CSE-B,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Monday,4,CSE-IOT,Cloud Computing,Dr. Rohit Joshi,Dr. Mohit Tiwari,1,1
Tuesday,8,CSE-CS,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Monday,5,CSE-F,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Friday,5,CSE-A,Cloud Computing,Dr. Mohit Tiwari,Dr. Rohit Joshi,1,1
Thursday,5,CSE-CS,Web Development,Dr. Isha Verma,Dr. Rohit Mehta,1,1
Monday,1,CSE-IOT,Compiler Design,Dr. Harsh Joshi,Dr. Yash Iyer,1,1
Wednesday,1,CSE-E,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Friday,3,CSE-B,Ethics in AI,Dr. Vikas Verma,Dr. Preeti Batra,1,1
Monday,6,CSE-C,CN Lab,Dr. Anjali Tiwari,None,0,0
Friday,8,CSE-D,Computer Networks,Dr. Divya Joshi,None,0,0
Wednesday,2,CSE-AIML,AR/VR,Dr. Garima Verma,Dr. Mehul Joshi,1,1
Monday,7,CSE-D,Computer Graphics,Dr. Mehul Verma,None,0,0
Friday,2,CSE-D,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Friday,8,CSE-C,OS Lab,Dr. Payal Kapoor,None,0,0
Tuesday,5,CSE-C,Computer Graphics,Dr. Preeti Sinha,Dr. Mehul Verma,1,1
Thursday,1,CSE-A,Machine Learning,Dr. Komal Batra,None,0,0
Friday,3,CSE-IOT,Blockchain,Dr. Kritika Iyer,Dr. Mohit Mehta,1,1
Wednesday,5,CSE-AIML,Operating Systems,Dr. Sameer Kapoor,Dr. Varun Kapoor,1,1
Tuesday,2,CSE-AIML,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Monday,2,CSE-A,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Wednesday,6,CSE-B,Web Development,Dr. Isha Verma,None,0,0
Wednesday,2,CSE-F,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Friday,6,CSE-AIML,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Thursday,1,CSE-CS,Java Programming,Dr. Rajat Verma,Dr. Sameer Sinha,1,1
Tuesday,6,CSE-B,Compiler Design,Dr. Yash Iyer,Dr. Sanjay Kapoor,1,1
Thursday,6,CSE-A,CN Lab,Dr. Anjali Tiwari,None,0,0
Wednesday,6,CSE-AIML,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Monday,3,CSE-CS,Python Programming,Dr. Rohit Batra,Dr. Yash Batra,1,1
Thursday,8,CSE-CS,Computer Networks,Dr. Mehul Mehta,None,0,0
Wednesday,4,CSE-AIML,Communication Skills,Dr. Anjali Kapoor,None,0,0
Friday,8,CSE-A,Ethics in AI,Dr. Preeti Batra,Dr. Vikas Verma,1,1
Tuesday,8,CSE-C,NLP,Dr. Tanya Iyer,None,0,0
Thursday,4,CSE-AIML,Compiler Design,Dr. Harsh Joshi,Dr. Yash Iyer,1,1
Wednesday,3,CSE-AIML,AI,Dr. Ayesha Sinha,None,0,0
Thursday,2,CSE-D,Ethics in AI,Dr. Vikas Verma,Dr. Preeti Batra,1,1
Thursday,1,CSE-B,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Monday,4,CSE-IOT,Cybersecurity,Dr. Pooja Mehta,None,0,0
Friday,8,CSE-IOT,Cloud Computing,Dr. Rohit Joshi,Dr. Mohit Tiwari,1,1
Tuesday,1,CSE-AIML,Web Development,Dr. Isha Verma,None,0,0
Wednesday,2,CSE-E,OS Lab,Dr. Payal Kapoor,Dr. Tina Mehta,1,1
Monday,7,CSE-A,Software Engineering,Dr. Abhay Iyer,None,0,0
Wednesday,1,CSE-A,Computer Graphics,Dr. Preeti Sinha,None,0,0
Tuesday,8,CSE-A,Ethics in AI,Dr. Ayesha Tiwari,Dr. Preeti Batra,1,1
Wednesday,2,CSE-DS,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Thursday,7,CSE-IOT,Cybersecurity,Dr. Pooja Mehta,None,0,0
Monday,8,CSE-IOT,Cloud Computing,Dr. Rohit Joshi,None,0,0
Thursday,4,CSE-F,Data Structures,Dr. Sameer Batra,Dr. Simran Rao,1,1
Wednesday,6,CSE-IOT,Python Programming,Dr. Garima Rao,Dr. Rohit Batra,1,1
Thursday,6,CSE-E,Ethics in AI,Dr. Preeti Batra,Dr. Vikas Verma,1,1
Thursday,5,CSE-D,Data Structures,Dr. Jyoti Mehta,None,0,0
Wednesday,8,CSE-F,AI,Dr. Ayesha Sinha,None,0,0
Wednesday,1,CSE-A,Digital Logic,Dr. Ruchi Mehta,Dr. Mehul Sinha,1,1
Thursday,4,CSE-IOT,Python Programming,Dr. Garima Rao,None,0,0
Tuesday,6,CSE-A,AR/VR,Dr. Garima Verma,None,0,0
Monday,2,CSE-F,OS Lab,Dr. Payal Kapoor,None,0,0
Friday,8,CSE-B,DBMS Lab,Dr. Rajat Batra,None,0,0
Thursday,8,CSE-D,Blockchain,Dr. Kritika Iyer,None,0,0
Monday,6,CSE-C,Digital Logic,Dr. Mehul Sinha,Dr. Ruchi Mehta,1,1
Friday,1,CSE-IOT,DBMS Lab,Dr. Tanvi Verma,Dr. Rajat Batra,1,1
Friday,6,CSE-F,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Wednesday,1,CSE-B,Software Engineering,Dr. Abhay Iyer,Dr. Abhay Kapoor,1,1
Tuesday,2,CSE-IOT,Python Programming,Dr. Rohit Batra,None,0,0
Friday,3,CSE-D,Ethics in AI,Dr. Preeti Batra,None,0,0
Wednesday,7,CSE-IOT,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Tuesday,2,CSE-B,Computer Graphics,Dr. Preeti Sinha,Dr. Divya Iyer,1,1
Monday,2,CSE-A,Blockchain,Dr. Mohit Mehta,None,0,0
Tuesday,3,CSE-D,Computer Networks,Dr. Mehul Mehta,None,0,0
Friday,3,CSE-D,Data Structures,Dr. Sameer Batra,Dr. Jyoti Mehta,1,1
Thursday,1,CSE-F,AR/VR,Dr. Mehul Joshi,Dr. Garima Sharma,1,1
Thursday,3,CSE-IOT,Python Programming,Dr. Yash Batra,Dr. Rohit Batra,1,1
Monday,8,CSE-IOT,Ethics in AI,Dr. Vikas Verma,None,0,0
Friday,6,CSE-A,Digital Logic,Dr. Ruchi Mehta,Dr. Mehul Sinha,1,1
Friday,3,CSE-AIML,NLP,Dr. Rina Joshi,None,0,0
Friday,8,CSE-E,NLP,Dr. Rina Joshi,None,0,0
Tuesday,2,CSE-AIML,Communication Skills,Dr. Anjali Kapoor,Dr. Vikas Sharma,1,1
Friday,3,CSE-IOT,DBMS,Dr. Uday Iyer,None,0,0
Tuesday,2,CSE-D,Communication Skills,Dr. Vikas Sharma,None,0,0
Tuesday,4,CSE-B,Operating Systems,Dr. Varun Kapoor,Dr. Sameer Kapoor,1,1
Monday,2,CSE-A,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Wednesday,1,CSE-CS,Communication Skills,Dr. Shruti Sinha,None,0,0
Thursday,8,CSE-E,Digital Logic,Dr. Mehul Sinha,Dr. Ruchi Mehta,1,1
Thursday,2,CSE-F,Java Programming,Dr. Rajat Verma,Dr. Sameer Sinha,1,1
Tuesday,2,CSE-A,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Monday,5,CSE-IOT,Communication Skills,Dr. Anjali Kapoor,None,0,0
Thursday,5,CSE-CS,DBMS,Dr. Uday Iyer,Dr. Deepak Kapoor,1,1
Monday,2,CSE-D,OS Lab,Dr. Tina Mehta,None,0,0
Wednesday,7,CSE-C,Java Programming,Dr. Sameer Sinha,None,0,0
Friday,6,CSE-F,Computer Graphics,Dr. Mehul Verma,Dr. Divya Iyer,1,1
Friday,7,CSE-DS,Data Structures,Dr. Sameer Batra,Dr. Simran Rao,1,1
Wednesday,4,CSE-AIML,OOPs,Dr. Pallavi Sharma,None,0,0
Wednesday,7,CSE-E,Data Structures,Dr. Jyoti Mehta,None,0,0
Wednesday,2,CSE-B,Computer Graphics,Dr. Mehul Verma,Dr. Preeti Sinha,1,1
Friday,3,CSE-IOT,Ethics in AI,Dr. Preeti Batra,None,0,0
Monday,6,CSE-E,Java Programming,Dr. Sameer Sinha,None,0,0
Thursday,8,CSE-A,DBMS,Dr. Uday Iyer,Dr. Deepak Kapoor,1,1
Thursday,8,CSE-IOT,Java Programming,Dr. Rajat Verma,Dr. Sameer Sinha,1,1
Wednesday,6,CSE-AIML,DBMS,Dr. Uday Iyer,None,0,0
Tuesday,7,CSE-B,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Tuesday,8,CSE-A,Communication Skills,Dr. Anjali Kapoor,Dr. Vikas Sharma,1,1
Tuesday,6,CSE-B,NLP,Dr. Tanya Iyer,None,0,0
Tuesday,3,CSE-E,Java Programming,Dr. Rajat Verma,None,0,0
Monday,8,CSE-IOT,Cybersecurity,Dr. Rina Sharma,Dr. Pooja Mehta,1,1
Wednesday,6,CSE-IOT,CN Lab,Dr. Mehul Tiwari,None,0,0
Friday,7,CSE-CS,AI,Dr. Ayesha Sinha,None,0,0
Tuesday,2,CSE-C,Ethics in AI,Dr. Preeti Batra,None,0,0
Monday,7,CSE-A,AI,Dr. Ayesha Sinha,None,0,0
Monday,7,CSE-IOT,Blockchain,Dr. Kritika Iyer,None,0,0
Monday,7,CSE-A,OS Lab,Dr. Tina Mehta,Dr. Payal Kapoor,1,1
Friday,7,CSE-IOT,OOPs,Dr. Pallavi Sharma,Dr. Alok Iyer,1,1
Monday,8,CSE-DS,Web Development,Dr. Isha Verma,Dr. Rohit Mehta,1,1
Monday,5,CSE-A,OS Lab,Dr. Payal Kapoor,None,0,0
Wednesday,8,CSE-DS,OOPs,Dr. Alok Iyer,Dr. Pallavi Sharma,1,1
Wednesday,8,CSE-C,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Wednesday,3,CSE-CS,DBMS,Dr. Deepak Kapoor,None,0,0
Tuesday,1,CSE-C,DBMS Lab,Dr. Rajat Batra,None,0,0
Wednesday,3,CSE-AIML,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Thursday,3,CSE-F,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Monday,5,CSE-C,Compiler Design,Dr. Yash Iyer,None,0,0
Tuesday,6,CSE-A,OOPs,Dr. Alok Iyer,Dr. Pallavi Sharma,1,1
Thursday,5,CSE-DS,Communication Skills,Dr. Shruti Sinha,None,0,0
Friday,3,CSE-IOT,Communication Skills,Dr. Vikas Sharma,None,0,0
Tuesday,2,CSE-F,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Monday,6,CSE-C,Operating Systems,Dr. Sameer Kapoor,Dr. Sneha Sharma,1,1
Tuesday,8,CSE-F,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Thursday,4,CSE-AIML,Data Structures,Dr. Simran Rao,None,0,0
Thursday,6,CSE-A,Operating Systems,Dr. Sneha Sharma,Dr. Sameer Kapoor,1,1
Monday,6,CSE-F,Machine Learning,Dr. Amit Sinha,None,0,0
Monday,7,CSE-E,AI,Dr. Ayesha Sinha,None,0,0
Thursday,8,CSE-IOT,OS Lab,Dr. Tina Mehta,None,0,0
Thursday,4,CSE-A,Digital Logic,Dr. Rohit Kapoor,Dr. Mehul Sinha,1,1
Wednesday,7,CSE-AIML,Blockchain,Dr. Kritika Iyer,Dr. Mohit Mehta,1,1
Wednesday,1,CSE-B,Software Engineering,Dr. Abhay Iyer,None,0,0
Tuesday,3,CSE-F,AI,Dr. Ayesha Sinha,None,0,0
Monday,5,CSE-A,Digital Logic,Dr. Ruchi Mehta,None,0,0
Monday,3,CSE-IOT,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Monday,4,CSE-D,DBMS,Dr. Deepak Kapoor,Dr. Uday Iyer,1,1
Thursday,8,CSE-E,Computer Graphics,Dr. Preeti Sinha,Dr. Mehul Verma,1,1
Friday,8,CSE-F,Cloud Computing,Dr. Mohit Tiwari,Dr. Rohit Joshi,1,1
Thursday,7,CSE-F,Blockchain,Dr. Kritika Iyer,None,0,0
Wednesday,7,CSE-F,Communication Skills,Dr. Vikas Sharma,None,0,0
Wednesday,4,CSE-A,Digital Logic,Dr. Rohit Kapoor,Dr. Mehul Sinha,1,1
Wednesday,4,CSE-E,NLP,Dr. Rina Joshi,None,0,0
Monday,8,CSE-CS,Software Engineering,Dr. Abhay Iyer,None,0,0
Wednesday,6,CSE-DS,Computer Graphics,Dr. Mehul Verma,None,0,0
Friday,6,CSE-DS,Communication Skills,Dr. Shruti Sinha,Dr. Anjali Kapoor,1,1
Monday,5,CSE-DS,Operating Systems,Dr. Varun Kapoor,Dr. Sneha Sharma,1,1
Tuesday,3,CSE-D,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Thursday,4,CSE-E,Communication Skills,Dr. Shruti Sinha,None,0,0
Thursday,7,CSE-CS,Computer Graphics,Dr. Mehul Verma,Dr. Divya Iyer,1,1
Monday,5,CSE-CS,DBMS,Dr. Deepak Kapoor,None,0,0
Friday,1,CSE-B,AR/VR,Dr. Mehul Joshi,Dr. Garima Sharma,1,1
Friday,1,CSE-A,Cloud Computing,Dr. Rohit Joshi,Dr. Mohit Tiwari,1,1
Thursday,3,CSE-DS,Web Development,Dr. Rohit Mehta,Dr. Isha Verma,1,1
Wednesday,4,CSE-A,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Monday,4,CSE-AIML,AR/VR,Dr. Garima Sharma,Dr. Garima Verma,1,1
Wednesday,7,CSE-IOT,Project Lab,Dr. Kunal Batra,Dr. Mohit Joshi,1,1
Thursday,6,CSE-F,CN Lab,Dr. Anjali Tiwari,None,0,0
Monday,2,CSE-F,Java Programming,Dr. Sameer Sinha,Dr. Rajat Verma,1,1
Wednesday,4,CSE-C,Web Development,Dr. Isha Verma,None,0,0
Tuesday,8,CSE-F,Software Engineering,Dr. Abhay Iyer,None,0,0
Friday,3,CSE-F,Computer Graphics,Dr. Preeti Sinha,None,0,0
Wednesday,4,CSE-IOT,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Tuesday,3,CSE-C,Communication Skills,Dr. Anjali Kapoor,None,0,0
Tuesday,1,CSE-CS,Python Programming,Dr. Garima Rao,Dr. Yash Batra,1,1
Thursday,3,CSE-D,AI,Dr. Isha Iyer,None,0,0
Thursday,7,CSE-B,Java Programming,Dr. Sameer Sinha,None,0,0
Wednesday,8,CSE-B,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Friday,4,CSE-E,Cloud Computing,Dr. Rohit Joshi,None,0,0
Monday,3,CSE-AIML,Web Development,Dr. Rohit Mehta,None,0,0
Friday,6,CSE-F,Blockchain,Dr. Mohit Mehta,Dr. Kritika Iyer,1,1
Tuesday,3,CSE-DS,Data Structures,Dr. Simran Rao,None,0,0
Tuesday,2,CSE-DS,Cybersecurity,Dr. Priya Iyer,None,0,0
Wednesday,5,CSE-DS,Python Programming,Dr. Rohit Batra,None,0,0
Tuesday,2,CSE-DS,Cloud Computing,Dr. Mohit Tiwari,None,0,0
Monday,6,CSE-DS,Digital Logic,Dr. Rohit Kapoor,None,0,0
Tuesday,1,CSE-D,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Wednesday,2,CSE-AIML,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Thursday,4,CSE-CS,Machine Learning,Dr. Komal Batra,None,0,0
Wednesday,7,CSE-F,Web Development,Dr. Isha Verma,Dr. Rohit Mehta,1,1
Monday,4,CSE-AIML,Operating Systems,Dr. Sneha Sharma,None,0,0
Thursday,8,CSE-IOT,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Tuesday,8,CSE-D,Blockchain,Dr. Mohit Mehta,None,0,0
Monday,1,CSE-AIML,Cybersecurity,Dr. Pooja Mehta,None,0,0
Tuesday,2,CSE-CS,Compiler Design,Dr. Harsh Joshi,None,0,0
Monday,3,CSE-D,Communication Skills,Dr. Shruti Sinha,None,0,0
Friday,2,CSE-D,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Thursday,2,CSE-D,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Wednesday,6,CSE-A,AR/VR,Dr. Garima Verma,Dr. Garima Sharma,1,1
Tuesday,8,CSE-E,Web Development,Dr. Rohit Mehta,None,0,0
Thursday,6,CSE-DS,Computer Graphics,Dr. Mehul Verma,None,0,0
Thursday,1,CSE-F,AI,Dr. Isha Iyer,Dr. Ayesha Sinha,1,1
Friday,8,CSE-IOT,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
Friday,3,CSE-F,OS Lab,Dr. Tina Mehta,None,0,0
Tuesday,6,CSE-DS,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Tuesday,5,CSE-DS,Blockchain,Dr. Mohit Mehta,None,0,0
Monday,4,CSE-B,AR/VR,Dr. Garima Verma,None,0,0
Friday,7,CSE-B,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Monday,6,CSE-E,NLP,Dr. Rina Joshi,Dr. Tanya Iyer,1,1
Wednesday,4,CSE-CS,Ethics in AI,Dr. Ayesha Tiwari,None,0,0
Monday,1,CSE-C,Project Lab,Dr. Mohit Joshi,Dr. Kunal Batra,1,1
Tuesday,6,CSE-B,Operating Systems,Dr. Sneha Sharma,None,0,0
Wednesday,7,CSE-F,Ethics in AI,Dr. Vikas Verma,Dr. Preeti Batra,1,1
Wednesday,1,CSE-B,Java Programming,Dr. Sameer Sinha,Dr. Rajat Verma,1,1
Tuesday,5,CSE-C,Digital Logic,Dr. Ruchi Mehta,Dr. Mehul Sinha,1,1
Thursday,6,CSE-A,DBMS,Dr. Uday Iyer,Dr. Deepak Kapoor,1,1
Wednesday,1,CSE-E,Compiler Design,Dr. Harsh Joshi,None,0,0
Thursday,8,CSE-C,Machine Learning,Dr. Komal Batra,None,0,0
Wednesday,7,CSE-IOT,Python Programming,Dr. Garima Rao,Dr. Yash Batra,1,1
Friday,2,CSE-D,Cybersecurity,Dr. Pooja Mehta,None,0,0
Thursday,1,CSE-E,Communication Skills,Dr. Vikas Sharma,Dr. Anjali Kapoor,1,1
Tuesday,1,CSE-E,Communication Skills,Dr. Shruti Sinha,None,0,0
Friday,7,CSE-B,Communication Skills,Dr. Shruti Sinha,Dr. Anjali Kapoor,1,1
Friday,3,CSE-CS,Data Structures,Dr. Sameer Batra,None,0,0
Monday,6,CSE-F,Compiler Design,Dr. Harsh Joshi,Dr. Sanjay Kapoor,1,1
Friday,1,CSE-B,Computer Graphics,Dr. Divya Iyer,None,0,0
Monday,7,CSE-IOT,Computer Networks,Dr. Divya Joshi,Dr. Mehul Mehta,1,1
Wednesday,8,CSE-DS,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Tuesday,4,CSE-DS,Computer Graphics,Dr. Mehul Verma,None,0,0
Friday,3,CSE-B,Communication Skills,Dr. Shruti Sinha,Dr. Anjali Kapoor,1,1
Tuesday,6,CSE-DS,DBMS,Dr. Deepak Kapoor,Dr. Uday Iyer,1,1
Monday,3,CSE-D,Data Structures,Dr. Simran Rao,None,0,0
Wednesday,1,CSE-C,Data Structures,Dr. Sameer Batra,None,0,0
Wednesday,6,CSE-DS,Ethics in AI,Dr. Ayesha Tiwari,Dr. Vikas Verma,1,1
Friday,7,CSE-IOT,AR/VR,Dr. Garima Verma,Dr. Garima Sharma,1,1
Tuesday,5,CSE-IOT,Java Programming,Dr. Rajat Verma,None,0,0
Tuesday,8,CSE-C,NLP,Dr. Tanya Iyer,Dr. Rina Joshi,1,1
Monday,3,CSE-AIML,Software Engineering,Dr. Abhay Kapoor,None,0,0
Tuesday,6,CSE-B,Compiler Design,Dr. Harsh Joshi,Dr. Sanjay Kapoor,1,1
Wednesday,3,CSE-CS,Web Development,Dr. Rohit Mehta,None,0,0
Thursday,4,CSE-B,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Tuesday,7,CSE-E,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Wednesday,2,CSE-C,Communication Skills,Dr. Vikas Sharma,None,0,0
Thursday,3,CSE-F,Machine Learning,Dr. Komal Batra,Dr. Amit Sinha,1,1
Friday,4,CSE-AIML,OS Lab,Dr. Tina Mehta,Dr. Payal Kapoor,1,1
Thursday,4,CSE-DS,Cloud Computing,Dr. Mohit Tiwari,Dr. Rohit Joshi,1,1
Thursday,1,CSE-IOT,CN Lab,Dr. Anjali Tiwari,None,0,0
Tuesday,5,CSE-AIML,Project Lab,Dr. Kunal Batra,None,0,0
Monday,6,CSE-CS,CN Lab,Dr. Anjali Tiwari,Dr. Mehul Tiwari,1,1
Thursday,7,CSE-C,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Tuesday,8,CSE-IOT,NLP,Dr. Tanya Iyer,None,0,0
Thursday,7,CSE-D,Cloud Computing,Dr. Rohit Joshi,None,0,0
Wednesday,6,CSE-AIML,Compiler Design,Dr. Sanjay Kapoor,None,0,0
Wednesday,5,CSE-IOT,Compiler Design,Dr. Yash Iyer,Dr. Sanjay Kapoor,1,1
Wednesday,8,CSE-E,Web Development,Dr. Rohit Mehta,None,0,0
Wednesday,3,CSE-E,CN Lab,Dr. Mehul Tiwari,Dr. Anjali Tiwari,1,1
Wednesday,2,CSE-B,Cloud Computing,Dr. Rohit Joshi,None,0,0
Friday,4,CSE-A,Cloud Computing,Dr. Rohit Joshi,None,0,0
Monday,5,CSE-DS,Communication Skills,Dr. Shruti Sinha,Dr. Anjali Kapoor,1,1
Monday,2,CSE-DS,OOPs,Dr. Pallavi Sharma,None,0,0
Friday,7,CSE-A,CN Lab,Dr. Mehul Tiwari,None,0,0
Friday,4,CSE-C,Digital Logic,Dr. Mehul Sinha,None,0,0
Tuesday,4,CSE-D,Software Engineering,Dr. Abhay Iyer,Dr. Abhay Kapoor,1,1
Thursday,8,CSE-B,AI,Dr. Ayesha Sinha,None,0,0
Friday,1,CSE-E,Machine Learning,Dr. Amit Sinha,Dr. Komal Batra,1,1
Monday,5,CSE-A,Data Structures,Dr. Simran Rao,Dr. Jyoti Mehta,1,1
Monday,4,CSE-B,DBMS Lab,Dr. Tanvi Verma,Dr. Rajat Batra,1,1
Tuesday,5,CSE-CS,Software Engineering,Dr. Abhay Iyer,None,0,0
Monday,3,CSE-B,AI,Dr. Ayesha Sinha,Dr. Isha Iyer,1,1
